,id,archetype,[job tag] IT,[job tag] IoT,[job tag] advertising/branding,[job tag] argriculture,[job tag] arts,[job tag] banking,[job tag] coaching,[job tag] consultancy,[job tag] design,[job tag] e-commerce,[job tag] education,[job tag] engineering,[job tag] finance,[job tag] futures,[job tag] hazardous waste,[job tag] health and sport,[job tag] healthcare,[job tag] innovation,[job tag] legal,[job tag] logistics,[job tag] manufacturing,[job tag] music,[job tag] property,[job tag] public service,[job tag] research,[job tag] social service,[job tag] student,[job tag] sustainability,[job tag] tech,[job tag] telecommunication,[job tag] transport,[job tag] travel
104,621e32c7566e066e9b4bde61,Discipline,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,622044acfce0f401fd476d5a,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,62455a930fa4945b495b54a4,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6243de484ac6503df90d0654,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
108,62259d6befe6c84f492d2ff1,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,621e4055ab4080579f291b7b,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,6230714ae42f516426244eb5,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,621ec66dca87e20dfe16e4ed,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,6216755550eb760add69cf6e,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,621e21d1ba31130e5a2b1c13,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,621eef5af694112cc136ed5a,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,6220b545c74b0f467231cd50,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,621e28f7fd59823e9276c011,Discipline,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,6229c45164dfc519d26836d0,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118,62226a5508536b71841de097,Discipline,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,62200ebc351b8e03475e8c0d,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,6222e03b5ed5a37d357e123d,Discipline,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,621e2cfe1b58867b234d1814,Discipline,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,62159c92a3f537137d343e85,Discipline,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6245af8e68439f565a79b25d,Discipline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,622742661704b13ff64b057c,Discipline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
